Item ID,Sentiment,SentimentText,Cleaned_Text,Keywords,Category,Department
889,0,@RailMinIndia sir i am travel bza to nzm pnr no. is 4840443558 fan not working please help.,sir travel bza nzm pnr fan working please help,"help, please, pnr, sir, working",Infrastructure Problems,Engineering & Maintenance
888,0,@RailMinIndia @drmmalda the condition inside 13072's general bogey is worst than animals.People are forced to sleep at doors. Please do smth,condition inside general bogey worst animalspeople forced sleep door please smth,please,Cleanliness Issues,Housekeeping Department
1082,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ ",rt sir travelling coach seat sorry say wastewater washbasen coming,"coach, rt, sir",Catering & Food Quality,Food & Catering Services
1320,0,@RailMinIndia @sureshpprabhu sir charging point is not working proper atandent telling what I do Train No. 19579 PNR 874746496 coach B210 11,sir charging point working proper atandent telling train pnr coach b,"coach, pnr, sir, train, working",Cleanliness Issues,Housekeeping Department
1319,0,"@RailMinIndia traveling by 12005 NDL -CHD Shatabdi ,pathetic condition, no water in toilets, train runing late apparently without any reason",traveling ndl chd shatabdi pathetic condition water toilet train runing late apparently without reason,"late, toilet, train, water",Cleanliness Issues,Housekeeping Department
606,0,@RailMinIndia in Sabarmati (19168) coach A1there is no proper cooling.. we r facing problem since early morning... please do some necessary,sabarmati coach athere proper cooling r facing problem since early morning please necessary,"coach, please",Cleanliness Issues,Housekeeping Department
605,0,@RailMinIndia : 12190 AC not working. Kids and old age suffering in a vaccume in 45 degrees from last 4 hours. Pls help. Next stop GWL,ac working kid old age suffering vaccume degree last hour pls help next stop gwl,"ac, help, working",Cleanliness Issues,Housekeeping Department
233,0,@RailMinIndia @sureshpprabhu 231-9103685trn no.14854 PNR:  Charging socket of coach A1 is not working properly. Tripped several times.,trn pnr charging socket coach working properly tripped several time,"coach, pnr, time, working",Cleanliness Issues,Housekeeping Department
1105,0,@sureshpprabhu @RailMinIndia No water supply in toilets and lavatory coach G 10 train no 12216. TTE helpless.PNR-8347396494,water supply toilet lavatory coach g train tte helplesspnr,"coach, toilet, train, water",Cleanliness Issues,Housekeeping Department
1097,0,"@sureshpprabhu @RailMinIndia Suvidha Delhi Barauni Express Train No - 04416No water in toilets, dirty toilet. Plz helpPNR:2765201732",suvidha delhi barauni express train water toilet dirty toilet plz helppnr,"plz, toilet, train, water",Cleanliness Issues,Housekeeping Department
1096,0,@RailMinIndia @sureshpprabhu - train delays and very dirty lavatory area. expected better after 2 years in ministry https://t.co/mRsgOmOEC3,train delay dirty lavatory area expected better year ministry,train,Cleanliness Issues,Housekeeping Department
1095,0,"@RailMinIndia ,Traveling in 12512 , S4 coach, toilets are not clean , ladies are not able visit toilets",traveling coach toilet clean lady able visit toilet,"coach, toilet",Cleanliness Issues,Housekeeping Department
885,0,"@RailMinIndia - Train no 12423 Rajdhani Express for sure need drastic improvement.Pathetic Food,Dirty Coach,Foul Smell Washrooms.",train rajdhani express sure need drastic improvementpathetic fooddirty coachfoul smell washroom,train,Cleanliness Issues,Housekeeping Department
884,0,@RailMinIndia Night Lamps not working 12603 S6 Poor Maintenance,night lamp working poor maintenance,working,Catering & Food Quality,Food & Catering Services
400,0,@RailMinIndia in LTT DBG SUVIDHA train 05514 not working fan in S1 locomotive.side fan,ltt dbg suvidha train working fan locomotiveside fan,"train, working",Infrastructure Problems,Engineering & Maintenance
391,0,"charger points of the complete bogie malfunctioning, need immediate attention pnr 4512791357",charger point complete bogie malfunctioning need immediate attention pnr,pnr,Infrastructure Problems,Engineering & Maintenance
389,0,"fan isnt working for the last 6 hours at the time of peak summer, do help  pnr 4512791357 ",fan isnt working last hour time peak summer help pnr,"help, pnr, time, working",Infrastructure Problems,Engineering & Maintenance
876,0,torn seat pnr 4512791357 filthy environment need some action to be taken ,torn seat pnr filthy environment need action taken,pnr,Cleanliness Issues,Housekeeping Department
872,0,@RailMinIndia No proper water supply in wash basin. Also the area is unclean PNR 84 03 995416 kindly assist.,proper water supply wash basin also area unclean pnr kindly assist,"pnr, water",Cleanliness Issues,Housekeeping Department
257,0,@sureshpprabhu @RailMinIndia  Water Scarcity in Palamu Express 12348..Not a single drop of water in Toilet from origin in S4,water scarcity palamu express single drop water toilet origin,"toilet, water",Cleanliness Issues,Housekeeping Department
252,0,@RailMinIndia travelling15657 new alipurduar to guwahati.no new bed covers &amp; smelling bed sheet. Blanket condition pathetic. disappointed,travelling new alipurduar guwahatino new bed cover amp smelling bed sheet blanket condition pathetic disappointed,amp,Cleanliness Issues,Housekeeping Department
246,0,"@RailMinIndia @sureshpprabhu @GM_NRly sir train no 22824 coach B5 train just left NDLS, still toilets r dirty &amp; waiting passenger travelling",sir train coach b train left ndls still toilet r dirty amp waiting passenger travelling,"amp, coach, sir, toilet, train",Cleanliness Issues,Housekeeping Department
1088,0,"@RailMinIndia, Travelling in train Number 15656, S4 Coach, No water in toilets since morning. Plz help. Train has reached Shamstipur Jn.",travelling train number coach water toilet since morning plz help train reached shamstipur jn,"coach, help, plz, toilet, train, water",Cleanliness Issues,Housekeeping Department
408,0,@RailMinIndia the air conditioning is not effective in A2 coach of Mysuru express from Chennai central,air conditioning effective coach mysuru express chennai central,coach,Cleanliness Issues,Housekeeping Department
404,0,unable to sit due to sticky stains on berth. PNR no 4512791357. do help immediately.,unable sit due sticky stain berth pnr help immediately,"help, pnr",Overcrowding,Operations & Scheduling
403,0,"@RailMinIndia @sureshpprabhu  pnr:8347596623 sir,the ac is not working in my coach and TTE has refused to write receitfor refund.",pnr sirthe ac working coach tte refused write receitfor refund,"ac, coach, pnr, working",Ticketing Issues,Ticketing & Reservations
863,0,@RailMinIndia s2 n s4 toilet choked up 11093 staaled at cheeoki for past 1 hour,n toilet choked staaled cheeoki past hour,toilet,Cleanliness Issues,Housekeeping Department
861,0,@RailMinIndia @sureshpprabhu very dirty toilet in coach B5 of 12509 exp. Pls pls pls do something. Pnr 4120563680. Divyanshu Mob.7847932526,dirty toilet coach b exp pls pls pls something pnr divyanshu mob,"coach, pnr, toilet",Cleanliness Issues,Housekeeping Department
860,0,"@RailMinIndia @sureshpprabhu PNR:2647010144,TRAIN:04416. B2-38. Charger point is not working. Plz get it fixed. @sureshpprabhu",pnrtrain b charger point working plz get fixed,"plz, working",Cleanliness Issues,Housekeeping Department
224,0,@sureshpprabhu @RailMinIndia water getting wasted at panvel station maharastra platform no7. Help draught situation https://t.co/DWGzcE560P,water getting wasted panvel station maharastra platform help draught situation,"help, station, water",Infrastructure Problems,Engineering & Maintenance
220,0,@RailMinIndia travelling to surat to kanpurTrain no 02534 very bed condition of washbasin no water plz take step https://t.co/KEpQ1koHT0,travelling surat kanpurtrain bed condition washbasin water plz take step,"plz, water",Catering & Food Quality,Food & Catering Services
217,0,@sureshpprabhu @RailMinIndia i am in pune nizamudin duranto.There is water dropping in B5 toilet.Attended said it's like that only.,pune nizamudin durantothere water dropping b toiletattended said like,water,Cleanliness Issues,Housekeeping Department
215,0,"@RailMinIndia Pay&amp;use toilets on narkatiagnj jn pltfrm #2 overchrging fr toilet n urinte as Rs 8, there are no free toilts faclity on statn.",payampuse toilet narkatiagnj jn pltfrm overchrging fr toilet n urinte r free toilts faclity statn,toilet,Cleanliness Issues,Housekeeping Department
1121,0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj,snack served shatabdi ahmedabad mumbai fresh smelling,,Cleanliness Issues,Housekeeping Department
1120,0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water.",train pnr train departed hwh junction water didnt filled boggyno water,"pnr, train, water",Catering & Food Quality,Food & Catering Services
1116,0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!,ac ha working vikramshila express drenched sweat please help,"ac, help, please, working",Cleanliness Issues,Housekeeping Department
1113,0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks,hi train allepey express coach toilet tap broken cleaned please take necessary action thanks,"coach, please, toilet, train",Cleanliness Issues,Housekeeping Department
239,0,@RailMinIndia @sudhirchaudhary Travelling by Mahanama exp22417. pathetic experience.regret watching its news on Zee. 1/2,travelling mahanama exp pathetic experienceregret watching news zee,,Cleanliness Issues,Housekeeping Department
238,0,@RailMinIndia train no 12548; coach B2; problem - AC not working !!Can some one help pls,train coach b problem ac working one help pls,"ac, coach, help, train, working",Cleanliness Issues,Housekeeping Department
902,0,"@RailMinIndia @drmadiwr @drmrjt @DRM_BVP pl note 2nd AC (A1) coach of Sabarmati (19168), AC not working passengers getting sick of heat",pl note nd ac coach sabarmati ac working passenger getting sick heat,"ac, coach, working",Overcrowding,Operations & Scheduling
273,0,"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",really bad service rac rd ac category really bad experience pillowno bed sheet n really rude staff,ac,Staff Behavior & Service,HR & Training
266,0,"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",travelling bnglr murudeswar train coachtoilets stinckng tough passenger sit,train,Overcrowding,Operations & Scheduling
265,0,@RailMinIndia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges 5 to 10 rs to for using toilets,sir promote swach bharat abhiyan broker toilet various railway station charge r using toilet,"railway, sir, station, toilet",Cleanliness Issues,Housekeeping Department
264,0,@RailMinIndia there is no water in coach no  S-3 /2 in train bskt kamakhya express no 15623. train is to reach baurani jn.,water coach train bskt kamakhya express train reach baurani jn,"coach, train, water",Catering & Food Quality,Food & Catering Services
260,0,@RailMinIndia @sureshpprabhu 12904 BRC TO BCT. SEAT S5 55 - FANS NOT WORKING. HELP WILL BE GREATLY APLRECIATED,brc bct seat fan working help greatly aplreciated,"help, working",Infrastructure Problems,Engineering & Maintenance
202,0,@RailMinIndia train no 12554. Seat no A2 17. The charging socket is not working. My pnr no is 2865448765.,train seat charging socket working pnr,"pnr, train, working",Cleanliness Issues,Housekeeping Department
201,0,@RailMinIndia train 17211 on 8 june from gnt to ypr. dirty water in train. complaint to TC but no use. plz take action,train june gnt ypr dirty water train complaint tc use plz take action,"plz, train, water",Catering & Food Quality,Food & Catering Services
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,train heavily soiled dirty toilet senior citizen facing problem train reaching lalitpur,"toilet, train",Cleanliness Issues,Housekeeping Department
1132,0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.â¦ https://t.co/ziKLV0Mr0y,thanks cleaning staff come till train arrived andwe left,train,Cleanliness Issues,Housekeeping Department
1129,0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u,sir intimated ongole platform electrical staff rectification thank u,sir,Infrastructure Problems,Engineering & Maintenance
1127,0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7,traveling fromamarpali express water toiletcalled many time bt call nt,"time, water",Cleanliness Issues,Housekeeping Department
226,0,@RailMinIndia my father is travelling with pnr 211-9093949 and he informed me that all the fans are not working in his coach cnt7773004713,father travelling pnr informed fan working coach cnt,"coach, pnr, working",Infrastructure Problems,Engineering & Maintenance
869,0,@RailMinIndia @drmnfr_lmg @IR_ENHM till now no action has been taken,till action taken,,Cleanliness Issues,Housekeeping Department
417,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,water wasted lttmumbai action taken station master,"station, water",Infrastructure Problems,Engineering & Maintenance
411,0,@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,train pnr housekeeping selling water dat viz printd r ttes presenceno soap toilt,"pnr, train, water",Catering & Food Quality,Food & Catering Services
858,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦",rt sir travelling coach seat sorry say wastewater washbasen coming,"coach, rt, sir",Catering & Food Quality,Food & Catering Services
857,0,"@RailMinIndia Sir, charging slot is not working.My ID:-PNR-8348027182Trn:12149Dt:09-06-2016Frm PUNE to PPTACls:SLP1-S1,53/54",sir charging slot workingmy idpnrtrndtfrm pune pptaclsslps,sir,Cleanliness Issues,Housekeeping Department
855,0,"@RailMinIndia 05513 no water in S4 coach&amp; no on time train, delay 4hr. Only duvidha in this train. Charges 1800rs for what? itarsi cross.",water coachamp time train delay hr duvidha train charge r itarsi cross,"time, train, water",Train Delays & Cancellations,Operations Control
853,0,@sureshpprabhu @RailMinIndia PNR No : 4120038313Seat No : 65Train Name : West Coast ExpTrain No : 22638Place is not clean,pnr seat train name west coast exptrain place clean,"pnr, train",Cleanliness Issues,Housekeeping Department
848,0,"@RailMinIndia @sureshpprabhu train is very much dirty. So I requesting to you to clean the passenger trains also as well as SF, RAJDHANIS..",train much dirty requesting clean passenger train also well sf rajdhanis,train,Cleanliness Issues,Housekeeping Department
843,0,@RailMinIndia pls arrange water in toilets in train no 14236 at ab1 coach,pls arrange water toilet train ab coach,"coach, toilet, train, water",Cleanliness Issues,Housekeeping Department
842,0,@RailMinIndia my PNR is 2118887897 train number 12983. Very bad experience with badding. Just wrapped in paper not even washed.,pnr train number bad experience badding wrapped paper even washed,"pnr, train",Catering & Food Quality,Food & Catering Services
1081,0,"@RailMinIndia PNR:6253063718,TRAIN:15909 with 2 children train fully occupied by unauthorized passengers that we cannt able to go to toilet",pnrtrain child train fully occupied unauthorized passenger cannt able go toilet,"toilet, train",Overcrowding,Operations & Scheduling
1079,0,@RailMinIndia Sir i journey by train 12355 in S-7 coach water not available please filling water in S-7 PNR NO.6208277709,sir journey train coach water available please filling water pnr,"coach, please, pnr, sir, train, water",Catering & Food Quality,Food & Catering Services
1077,0,@RailMinIndia  sir there is no water in train toilets &amp; toilets are not cleaned in train no 12628. Now at DAUND JN,sir water train toilet amp toilet cleaned train daund jn,"amp, sir, toilet, train, water",Cleanliness Issues,Housekeeping Department
1071,0,"@sureshpprabhu @RailMinIndia train 17302 coach S2 suffering frm bad smell coming out through toilet, wil b reaching dawangere next. Pls help",train coach suffering frm bad smell coming toilet wil b reaching dawangere next pls help,"coach, help, toilet, train",Cleanliness Issues,Housekeeping Department
361,0,@RailMinIndia we presently traveling from tata nagar to jammu by muri express(18101).We are facing lot of problems mainly water  in toilet.,presently traveling tata nagar jammu muri expresswe facing lot problem mainly water toilet,"toilet, water",Cleanliness Issues,Housekeeping Department
356,0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,water b since noon people buying mineral water go washroom please help pnr,"help, please, pnr, water",Cleanliness Issues,Housekeeping Department
355,0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,last night travel badneramhfound cleanlinesstoiletswater dispenser bad shape,,Cleanliness Issues,Housekeeping Department
911,0,@RailMinIndia @sureshpprabhu  12818 departed without water in A1 coach,departed without water coach,"coach, water",Catering & Food Quality,Food & Catering Services
906,0,@RailMinIndia Sir pnr6153065592 my bogie toilets n washbasin blocked by few passengers n evn its dirty n no water in tap locatn BURHANPUR,sir pnr bogie toilet n washbasin blocked passenger n evn dirty n water tap locatn burhanpur,"pnr, sir, toilet, water",Cleanliness Issues,Housekeeping Department
828,0,@RailMinIndia s1 coach train number 11021 no cleaning of washroom in yashwantpur.,coach train number cleaning washroom yashwantpur,"coach, train",Cleanliness Issues,Housekeeping Department
823,0,@RailMinIndia fans is not working in train 12142 coach no S8 berth no 68.train is arrived at ppta (Patliputra) station,fan working train coach berth train arrived ppta patliputra station,"coach, station, train, working",Infrastructure Problems,Engineering & Maintenance
808,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master..... https://t.co/kQKhh3SEjz,water wasted lttmumbai action taken station master,"station, water",Infrastructure Problems,Engineering & Maintenance
835,0,@RailMinIndia Train no 12656 no water in Train in tap...look into matter....,train water train taplook matter,"train, water",Catering & Food Quality,Food & Catering Services
431,0,"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",pnr mosquito flis hovering pls cleanup tt responding positively,pnr,Cleanliness Issues,Housekeeping Department
427,0,@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,respected sir please clean coach train,"coach, please, sir, train",Cleanliness Issues,Housekeeping Department
425,0,"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",frequent traveller train initially saw dust bin cover sleeper could find reason,train,Cleanliness Issues,Housekeeping Department
419,0,@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,good morning india sir chapra railway station stay tapti ganga express clean general bogey plz rectified,"plz, railway, sir, station",Cleanliness Issues,Housekeeping Department
163,0,So this is what India railways looks like. Can't get any better !! @IRCTC_Ltd @IndianRailMedia @RailMinIndiaâ¦ https://t.co/BKKYAL68oY,india railway look like cant get better,railway,Cleanliness Issues,Housekeeping Department
189,0,@RailMinIndia Jbp pltfrm no.6 .This mess looks bad on an otherwise clean platform. https://t.co/peTDdynqVB,jbp pltfrm mess look bad otherwise clean platform,,Cleanliness Issues,Housekeeping Department
188,0,@RailMinIndia @sureshpprabhu traveling in train no 12493 from pune. No cleaning services. Mosquito n flies in comprtmnt. Plz tkaction,traveling train pune cleaning service mosquito n fly comprtmnt plz tkaction,"plz, train",Cleanliness Issues,Housekeeping Department
180,0,@railminindia @sureshpprabhu  can't even use the restroom as the corridor is full of Unreserved passengers. Please help ASAP.2/2,cant even use restroom corridor full unreserved passenger please help asap,"help, please",Overcrowding,Operations & Scheduling
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",dear sir traveling awadh assam exp pnr water washroom dirty coach,"coach, pnr, sir, water",Cleanliness Issues,Housekeeping Department
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,train nt clean bathroom nt properly cleanedin bathroom ther liquid soap percent water mixed,"train, water",Cleanliness Issues,Housekeeping Department
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,sir railway parcel service tracking working able found parcel status parcelled bike sbcers,"railway, sir, working",Infrastructure Problems,Engineering & Maintenance
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,water compartment erspune express train ticket pnr need help,"help, pnr, ticket, train, water",Ticketing Issues,Ticketing & Reservations
156,0,@RailMinIndia PNR-2118939314Trn:12616Dt:10-06-2016Frm NGP to CD AC IS NOT WORKING FROM LAST HALF &amp; HOUR,pnrtrndtfrm ngp cd ac working last half amp hour,"ac, amp, working",Cleanliness Issues,Housekeeping Department
148,0,@RailMinIndia it's 20:40 train is in kota but no one contacted or solves the Airconditioner matter in 12218 A1,train kota one contacted solves airconditioner matter,train,Cleanliness Issues,Housekeeping Department
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",train b water leaking ac please needful,"ac, please, train, water",Infrastructure Problems,Engineering & Maintenance
1058,0,@RailMinIndia  Audio system at Charbagh railway station is very poor. No announcement can be  heard clearly.,audio system charbagh railway station poor announcement heard clearly,"railway, station",Infrastructure Problems,Engineering & Maintenance
1050,0,@sureshpprabhu @RailMinIndia travelling in 12481 AC Chair car. The condition of the coach is too poor. All the seats require replacement,travelling ac chair car condition coach poor seat require replacement,"ac, coach",Catering & Food Quality,Food & Catering Services
936,0,"@RailMinIndia PNR 2861119352. Pantry supplied pathetic food. Also, no water in toilet. And, this is the Rajdhani :( Unable to reach 138.",pnr pantry supplied pathetic food also water toilet rajdhani unable reach,"food, pnr, toilet, water",Catering & Food Quality,Food & Catering Services
931,0,@RailMinIndia @sureshpprabhu  Unbareble smell in ES 1 couch of 16517.,unbareble smell e couch,,Cleanliness Issues,Housekeeping Department
927,0,"no water supply in basins for the hast 7 hours,contacted tt but all in vain pnr no 4512791357",water supply basin hast hourscontacted tt vain pnr,"pnr, water",Catering & Food Quality,Food & Catering Services
922,0,"@RailMinIndia @sureshpprabhu No response from the staff, had asked AC to be reduced, its freezing cold in coach C6U of 11085, PNR:8403884907",response staff asked ac reduced freezing cold coach cu pnr,"ac, coach, pnr",Staff Behavior & Service,HR & Training
918,0,@RailMinIndia  PNR 8535486976 dirty and used blanket and used bedroll given no one is responding very bad,pnr dirty used blanket used bedroll given one responding bad,pnr,Catering & Food Quality,Food & Catering Services
367,0,"Travelling in an extremely unclean compartment in Falaknuma 12703, no cleaning done on compartment B3.water loggedâ¦ https://t.co/JwALKcH36T",travelling extremely unclean compartment falaknuma cleaning done compartment bwater logged,,Cleanliness Issues,Housekeeping Department
1046,0,"@sureshpprabhu ,@RailMinIndia ,even at Gwalior no action for cleaning the A1 coach  of train no.12643.",even gwalior action cleaning coach train,"coach, train",Cleanliness Issues,Housekeeping Department
1045,0,@RailMinIndia @drmmadurai - Water pipes in Ramanathapuram Railway Station (RMD) is damaged . Passengers suffer without drinking water supply,water pipe ramanathapuram railway station rmd damaged passenger suffer without drinking water supply,"railway, station, water",Infrastructure Problems,Engineering & Maintenance
290,0,@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,vr cleaning station wat abt train coach swach train,"coach, station, train",Cleanliness Issues,Housekeeping Department
285,0,@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,continuo water wastage fr om southern tap patna junction platform dont know contact,water,Infrastructure Problems,Engineering & Maintenance
1042,0,"@RailMinIndia @sureshprabhu we n Train12472/25. AC 2, Neither the AC is working nor we have basic amenities. What do we do? And hot too...",n train ac neither ac working basic amenity hot,"ac, train, working",Cleanliness Issues,Housekeeping Department
453,0,@RailMinIndia @sureshpprabhu PNR:2646997109 trn02396 b2 ac didn't wrk at al from starting plz refund the ticket thanks,pnr trn b ac didnt wrk al starting plz refund ticket thanks,"ac, plz, pnr, ticket",Ticketing Issues,Ticketing & Reservations
794,0,"@RailMinIndia very poor facilities in Mahanama express with no water and broken taps in sleeper coaches, train running late by approx 1hr",poor facility mahanama express water broken tap sleeper coach train running late approx hr,"coach, late, train, water",Catering & Food Quality,Food & Catering Services
781,0,@RailMinIndia @sureshpprabhu no proper maintenance in Samatha express light and fan not working at pnr 6655960301,proper maintenance samatha express light fan working pnr,"pnr, working",Infrastructure Problems,Engineering & Maintenance
1191,0,"fan's speed not decreasing , we need help pnr 4512791357",fan speed decreasing need help pnr,"help, pnr",Infrastructure Problems,Engineering & Maintenance
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",madurai jn ac waiting hall paid service per hr ac working enough,"ac, working",Cleanliness Issues,Housekeeping Department
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,travelling dbrt rajdhani exp charging point side lowerupper berth fair bad experience,,Catering & Food Quality,Food & Catering Services
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,every see water wasted railway st infrastructure,"railway, water",Catering & Food Quality,Food & Catering Services
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",sir unable sit gwl intercity express due smell amp tempered seat v poor experience pl help,"amp, help, sir",Cleanliness Issues,Housekeeping Department
803,0,@RailMinIndia nowater in s10 coach of purusottam exp 12802 just deparyed from allahabad,nowater coach purusottam exp deparyed allahabad,coach,Catering & Food Quality,Food & Catering Services
450,0,@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,toilet b coach leaking please something asap,"coach, please, toilet",Cleanliness Issues,Housekeeping Department
448,0,"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",duranto exp food excessive spicy unable eat cockroach roaming inside toilet stinking coach seat,"coach, food, toilet",Cleanliness Issues,Housekeeping Department
447,0,@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,starting end coach closed door like ac coach stop smell entering coach toilet thnx,"ac, coach, toilet",Cleanliness Issues,Housekeeping Department
446,0,@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,monsoon kerala train leaking window shut properly pathetic plight,train,Infrastructure Problems,Engineering & Maintenance
439,0,"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",water stinking sad plightjun,water,Catering & Food Quality,Food & Catering Services
802,0,"@RailMinIndia Train no. 12547 Coach S4, Seat no. 56. Fan is not working.",train coach seat fan working,"coach, train, working",Infrastructure Problems,Engineering & Maintenance
796,0,@RailMinIndia @gmwcrailway Train 29019 Coach A1 - 2nd AC at KOTA. AC not working and no water. Parents not well. Please help!,train coach nd ac kota ac working water parent well please help,"ac, coach, help, please, train, water, working",Catering & Food Quality,Food & Catering Services
124,0,@RailMinIndia there is huge huge scope to improve #train bathroom.. they r extremely dirty &amp; spread germs @sureshpprabhu #mumbai #india,huge huge scope improve bathroom r extremely dirty amp spread germ,amp,Cleanliness Issues,Housekeeping Department
120,0,@RailMinIndia - fan not working on 12673 Cheran Express S11 70,fan working cheran express,working,Infrastructure Problems,Engineering & Maintenance
119,0,"@RailMinIndia @sureshpprabhu PNR - 6756068777, AC not working, dirty towel and pillow cover.",pnr ac working dirty towel pillow cover,"ac, pnr, working",Cleanliness Issues,Housekeeping Department
118,0,@RailMinIndia sir ye sab hal habibaganj station (m.p) Bhopal ka hai toilet ka hai https://t.co/qXotLh1TtX,sir ye sab hal habibaganj station mp bhopal ka hai toilet ka hai,"sir, station, toilet",Cleanliness Issues,Housekeeping Department
1218,0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,hygiene secunderabadgorakhpur train train smelling badtoilets maintained,train,Cleanliness Issues,Housekeeping Department
1207,0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",window glass visible pls get clean urgentlypnrtraindojapkulttdep,,Cleanliness Issues,Housekeeping Department
756,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.. https://t.co/cdfsa43XyZ,water wasted lttmumbai action taken station master,"station, water",Infrastructure Problems,Engineering & Maintenance
755,0,@RailMinIndia...toilet very dirty in s4 coach of saraighat express 12345...contents of toilet are over flowing....,toilet dirty coach saraighat express content toilet flowing,"coach, toilet",Cleanliness Issues,Housekeeping Department
754,0,@RailMinIndia VERY VERY dirty toilets. 12423 DBRT Rajdhani Express. Coach B4.Never expected this in Rajdhani train@sureshpprabhu,dirty toilet dbrt rajdhani express coach bnever expected rajdhani train,"coach, toilet, train",Cleanliness Issues,Housekeeping Department
753,0,@RailMinIndia @SRailwayIndia on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows,board housekeeping info sticker tampared housekeeping rain water comming window,water,Catering & Food Quality,Food & Catering Services
